City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
219,Yugo-Kamskiy,RU,57.7053,55.5894,69.8,28,20,13.42,few clouds,2021-05-07 15:18:54
220,Olafsvik,IS,64.8945,-23.7142,37.6,55,47,13.67,scattered clouds,2021-05-07 15:18:55
221,Port Blair,IN,11.6667,92.75,82.9,75,100,8.46,overcast clouds,2021-05-07 15:18:55
222,La Paz,BO,-16.5,-68.15,46.4,76,40,8.05,scattered clouds,2021-05-07 15:14:47
223,Viesite,LV,56.3475,25.5551,50.18,50,100,6.31,overcast clouds,2021-05-07 15:14:39
224,Marquette,US,46.5333,-87.6335,37.99,94,94,12.03,overcast clouds,2021-05-07 15:18:56
225,Santa Rosa,PH,14.3122,121.1114,84.2,70,20,5.75,few clouds,2021-05-07 15:18:56
226,Mahibadhoo,MV,3.7833,72.9667,85.57,69,74,6.31,broken clouds,2021-05-07 15:18:56
227,Kaeo,NZ,-35.1,173.7833,64.0,81,100,8.99,overcast clouds,2021-05-07 15:18:56
228,Gondanglegi,ID,-7.7479,112.0132,74.88,90,95,6.31,overcast clouds,2021-05-07 15:18:57
229,Souillac,MU,-20.5167,57.5167,73.4,83,40,3.44,scattered clouds,2021-05-07 15:18:57
230,Nouadhibou,MR,20.931,-17.0347,71.6,68,0,20.71,sand,2021-05-07 15:18:57
231,Acapulco,MX,16.8634,-99.8901,82.4,69,90,4.61,overcast clouds,2021-05-07 15:18:57
232,Goderich,CA,43.7501,-81.7165,46.4,61,27,4.61,scattered clouds,2021-05-07 15:18:58
233,Fairbanks,US,64.8378,-147.7164,44.6,75,90,4.61,overcast clouds,2021-05-07 15:15:55
234,Fukue,JP,32.6881,128.8419,64.02,83,52,11.9,broken clouds,2021-05-07 15:18:58
235,Fuerte,PH,17.5381,120.3644,83.16,74,14,0.65,few clouds,2021-05-07 15:18:58
236,Grumo Appula,IT,41.0135,16.7085,78.01,35,0,12.66,clear sky,2021-05-07 15:18:59
237,Cabo San Lucas,MX,22.8909,-109.9124,77.0,27,1,3.44,clear sky,2021-05-07 15:16:25
238,Hirtshals,DK,57.5881,9.9592,50.0,76,0,3.44,clear sky,2021-05-07 15:16:10
239,San Ignacio,BZ,17.1561,-89.0714,78.8,83,75,0.81,broken clouds,2021-05-07 15:18:59
240,Jinchang,CN,38.4953,102.1739,66.72,8,6,7.09,clear sky,2021-05-07 15:18:59
241,Barcelos,PT,41.5388,-8.6151,72.0,63,0,6.91,clear sky,2021-05-07 15:19:00
242,Ilulissat,GL,69.2167,-51.1,33.8,69,75,5.75,broken clouds,2021-05-07 15:19:00
243,Cockburn Town,TC,21.4612,-71.1419,80.15,68,72,14.03,broken clouds,2021-05-07 15:18:35
244,Moerai,PF,-22.4333,-151.3333,74.25,65,100,9.93,overcast clouds,2021-05-07 15:19:00
245,Egvekinot,RU,66.3167,-179.1667,9.59,84,12,9.04,few clouds,2021-05-07 15:19:00
246,Elizabeth City,US,36.2946,-76.2511,66.99,48,1,9.22,clear sky,2021-05-07 15:15:38
247,Makushino,RU,55.2103,67.2442,59.38,35,1,4.14,clear sky,2021-05-07 15:19:01
248,Zherdevka,RU,51.8486,41.4606,54.55,61,15,5.66,few clouds,2021-05-07 15:19:01
249,Asifabad,IN,19.3667,79.2833,90.9,40,72,3.85,broken clouds,2021-05-07 15:19:01
250,Sitka,US,57.0531,-135.33,46.4,87,75,2.98,light rain,2021-05-07 15:19:02
251,Waingapu,ID,-9.6567,120.2641,76.26,78,100,7.27,overcast clouds,2021-05-07 15:19:02
252,Atar,MR,20.5169,-13.0499,98.69,8,0,9.6,clear sky,2021-05-07 15:19:02
253,Constitucion,CL,-35.3333,-72.4167,59.32,85,100,11.99,overcast clouds,2021-05-07 15:19:03
254,San Cristobal,VE,7.7669,-72.225,78.8,89,40,2.3,fog,2021-05-07 15:19:03
255,Nanortalik,GL,60.1432,-45.2371,36.57,76,100,6.13,overcast clouds,2021-05-07 15:19:03
256,Merrill,US,45.1805,-89.6835,42.8,65,90,10.36,overcast clouds,2021-05-07 15:19:04
257,Iskateley,RU,67.6803,53.1512,32.7,74,100,12.12,overcast clouds,2021-05-07 15:19:04
258,Meulaboh,ID,4.1363,96.1285,79.12,85,100,2.04,heavy intensity rain,2021-05-07 15:19:04
259,Sobolevo,RU,54.4299,31.8996,51.76,69,100,14.16,light rain,2021-05-07 15:19:05
260,Omboue,GA,-1.5746,9.2618,80.37,79,100,7.47,overcast clouds,2021-05-07 15:19:05
261,Khani,GE,41.9563,42.9566,69.8,35,0,10.36,clear sky,2021-05-07 15:19:05
262,Townsville,AU,-19.25,146.8,60.8,82,33,4.61,scattered clouds,2021-05-07 15:19:05
263,Muros,ES,42.7762,-9.0603,69.01,73,21,11.99,few clouds,2021-05-07 15:19:06
264,Karasjok,NO,69.4719,25.5112,35.6,69,90,19.57,overcast clouds,2021-05-07 15:19:06
265,Pafos,CY,34.7667,32.4167,79.0,69,0,10.36,clear sky,2021-05-07 15:14:31
266,Flin Flon,CA,54.7682,-101.865,39.2,52,1,9.22,clear sky,2021-05-07 15:19:06
267,Klaksvik,FO,62.2266,-6.589,41.0,56,40,12.66,scattered clouds,2021-05-07 15:19:07
268,Liverpool,GB,53.4106,-2.9779,55.4,62,40,11.5,scattered clouds,2021-05-07 15:19:07
269,Smoky Lake,CA,54.1169,-112.4686,53.6,27,99,17.27,overcast clouds,2021-05-07 15:19:08
270,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,33.8,100,92,2.24,overcast clouds,2021-05-07 15:19:08
271,Lethem,GY,3.3803,-59.7968,87.94,57,84,8.37,broken clouds,2021-05-07 15:19:08
272,Maragogi,BR,-9.0122,-35.2225,82.0,72,20,8.52,few clouds,2021-05-07 15:19:08
273,Chokurdakh,RU,70.6333,147.9167,5.31,98,44,2.95,scattered clouds,2021-05-07 15:19:09
274,Rio Gallegos,AR,-51.6226,-69.2181,48.2,66,0,6.91,clear sky,2021-05-07 15:19:09
275,Lorengau,PG,-2.0226,147.2712,81.01,84,86,7.74,overcast clouds,2021-05-07 15:19:09
276,Ancud,CL,-41.8697,-73.8203,48.2,76,0,3.44,clear sky,2021-05-07 15:19:10
277,Raudeberg,NO,61.9875,5.1352,50.0,43,20,19.57,few clouds,2021-05-07 15:19:10
278,Sao Filipe,CV,14.8961,-24.4956,73.83,76,100,14.63,overcast clouds,2021-05-07 15:19:10
279,Balkanabat,TM,39.5108,54.3671,73.29,35,24,10.92,few clouds,2021-05-07 15:19:11
280,Muzhi,RU,65.3667,64.6667,33.4,72,65,17.27,broken clouds,2021-05-07 15:19:11
281,Iqaluit,CA,63.7506,-68.5145,32.0,86,90,12.66,overcast clouds,2021-05-07 15:19:11
282,Smidovich,RU,48.6,133.8167,42.42,78,100,20.36,overcast clouds,2021-05-07 15:19:12
283,Ahipara,NZ,-35.1667,173.1667,63.81,73,100,11.95,overcast clouds,2021-05-07 15:19:12
284,Tiksi,RU,71.6872,128.8694,25.5,97,100,6.71,overcast clouds,2021-05-07 15:19:12
285,Cairns,AU,-16.9167,145.7667,69.8,88,90,1.14,overcast clouds,2021-05-07 15:19:13
286,Moose Factory,CA,51.2585,-80.6094,42.8,61,90,6.91,overcast clouds,2021-05-07 15:19:13
287,Los Alamos,US,35.8881,-106.307,72.0,32,40,13.8,scattered clouds,2021-05-07 15:19:13
288,Leningradskiy,RU,69.3833,178.4167,3.94,97,94,4.94,overcast clouds,2021-05-07 15:19:14
289,Ust-Charyshskaya Pristan,RU,52.3934,83.6635,54.23,56,100,5.17,overcast clouds,2021-05-07 15:19:14
290,Katsuura,JP,35.1333,140.3,62.01,85,100,4.0,overcast clouds,2021-05-07 15:17:03
291,Coxim,BR,-18.5067,-54.76,77.86,47,57,3.31,broken clouds,2021-05-07 15:19:15
292,Luba,GQ,3.4568,8.5547,87.8,66,20,5.75,light rain,2021-05-07 15:18:09
293,Kavaratti,IN,10.5669,72.642,85.62,65,99,2.91,overcast clouds,2021-05-07 15:19:15
294,Doha,QA,25.2867,51.5333,93.2,40,0,8.05,clear sky,2021-05-07 15:16:18
295,Tura,IN,25.5198,90.2201,74.07,72,46,4.36,scattered clouds,2021-05-07 15:19:15
296,Masallatah,LY,32.6167,14.0,66.67,71,98,17.49,overcast clouds,2021-05-07 15:19:16
297,Ternate,ID,0.8,127.4,81.66,79,74,5.17,broken clouds,2021-05-07 15:19:16
298,Belyy Yar,RU,53.6039,91.3903,62.6,55,0,15.66,light rain,2021-05-07 15:19:16
299,Bathsheba,BB,13.2167,-59.5167,86.0,51,40,24.16,scattered clouds,2021-05-07 15:19:16
300,Saint-Francois,FR,46.4154,3.9054,57.99,58,0,5.75,clear sky,2021-05-07 15:19:17
301,Tuktoyaktuk,CA,69.4541,-133.0374,21.2,86,90,18.41,overcast clouds,2021-05-07 15:19:17
302,Bengkulu,ID,-3.8004,102.2655,78.91,86,100,3.83,overcast clouds,2021-05-07 15:19:17
303,Lavrentiya,RU,65.5833,-171.0,18.46,90,15,7.56,few clouds,2021-05-07 15:19:18
304,Tateyama,JP,34.9833,139.8667,63.0,85,100,5.01,overcast clouds,2021-05-07 15:19:18
305,Maceio,BR,-9.6658,-35.7353,75.2,94,75,3.44,broken clouds,2021-05-07 15:19:18
306,Washougal,US,45.5826,-122.3534,50.0,76,90,12.66,overcast clouds,2021-05-07 15:15:26
307,Ixtapa,MX,20.7,-105.2,77.0,78,90,3.98,overcast clouds,2021-05-07 15:18:06
308,Cavalcante,BR,-13.7975,-47.4583,83.43,42,3,2.82,clear sky,2021-05-07 15:19:19
309,Aklavik,CA,68.2191,-135.0107,23.0,80,100,9.22,snow,2021-05-07 15:19:20
310,Mogadishu,SO,2.0371,45.3438,80.6,61,75,11.5,light rain,2021-05-07 15:19:20
311,Bartica,GY,6.4,-58.6167,77.0,100,75,4.61,light rain,2021-05-07 15:19:21
312,Senneterre,CA,48.3835,-77.2328,48.2,53,75,12.66,broken clouds,2021-05-07 15:19:21
313,Shimanovsk,RU,52.0,127.7,40.62,63,100,10.76,overcast clouds,2021-05-07 15:19:22
314,Bongandanga,CD,1.5,21.05,75.9,94,98,0.81,light rain,2021-05-07 15:19:22
315,Vardo,NO,70.3705,31.1107,32.0,93,75,33.38,snow,2021-05-07 15:19:22
316,Puri,IN,19.8,85.85,86.0,83,40,9.22,haze,2021-05-07 15:15:02
317,Rawson,AR,-43.3002,-65.1023,60.35,47,9,21.45,clear sky,2021-05-07 15:19:23
318,Victoria,HK,22.2855,114.1577,80.01,80,40,5.01,scattered clouds,2021-05-07 15:17:27
319,Castro,BR,-24.7911,-50.0119,59.16,78,92,7.0,overcast clouds,2021-05-07 15:19:23
320,Yumen,CN,40.2833,97.2,71.06,4,3,10.33,clear sky,2021-05-07 15:19:23
321,Vostok,RU,46.4856,135.8833,46.72,61,100,4.32,overcast clouds,2021-05-07 15:19:24
322,Margate,GB,51.3813,1.3862,57.0,51,47,1.99,scattered clouds,2021-05-07 15:15:16
323,Mill Valley,US,37.906,-122.545,55.0,83,2,3.44,clear sky,2021-05-07 15:15:48
324,Bukavu,CD,-2.5083,28.8608,69.35,88,30,2.62,light rain,2021-05-07 15:19:24
325,Namwala,ZM,-15.7504,26.4384,77.09,33,0,4.52,clear sky,2021-05-07 15:19:24
326,Talnakh,RU,69.4865,88.3972,35.22,99,100,3.44,light rain,2021-05-07 15:19:25
327,Kenai,US,60.5544,-151.2583,33.8,93,1,5.97,clear sky,2021-05-07 15:19:25
328,Puerto Escondido,MX,15.85,-97.0667,82.4,78,75,0.56,broken clouds,2021-05-07 15:19:25
329,Jining,CN,35.405,116.5814,62.46,31,0,11.95,clear sky,2021-05-07 15:19:26
330,Nizhnevartovsk,RU,60.9344,76.5531,39.2,70,90,8.95,overcast clouds,2021-05-07 15:19:26
331,Kudahuvadhoo,MV,2.6708,72.8944,85.5,70,61,8.14,broken clouds,2021-05-07 15:19:26
332,Yangambi,CD,0.8102,24.4336,77.58,82,83,3.22,light rain,2021-05-07 15:19:27
333,Norman Wells,CA,65.282,-126.8329,37.4,70,75,8.05,broken clouds,2021-05-07 15:19:27
334,Challans,FR,46.8436,-1.8749,59.0,63,0,6.91,clear sky,2021-05-07 15:19:27
335,Tessalit,ML,20.1986,1.0114,106.3,9,3,11.79,clear sky,2021-05-07 15:19:28
336,Zhanakorgan,KZ,43.9098,67.2495,78.93,26,81,5.26,broken clouds,2021-05-07 15:19:28
337,Bergen,NO,60.392,5.328,51.01,43,20,13.8,few clouds,2021-05-07 15:19:29
338,Dickinson,US,29.4608,-95.0513,80.01,50,1,9.22,clear sky,2021-05-07 15:19:29
339,Motozintla,MX,15.3667,-92.2333,78.8,94,75,5.75,broken clouds,2021-05-07 15:19:29
340,Flinders,AU,-34.5833,150.8552,59.0,95,11,1.01,few clouds,2021-05-07 15:19:30
341,Pochutla,MX,15.7432,-96.4661,88.0,65,90,2.55,overcast clouds,2021-05-07 15:19:30
342,Podosinovets,RU,60.2776,47.0659,45.5,90,100,7.65,moderate rain,2021-05-07 15:19:30
343,Nueva Italia De Ruiz,MX,19.0167,-102.1,71.6,56,75,3.15,broken clouds,2021-05-07 15:19:31
344,Itarema,BR,-2.9248,-39.9167,84.09,69,95,11.41,overcast clouds,2021-05-07 15:19:31
345,Izhevskoye,RU,54.5567,40.8703,54.99,56,23,7.09,few clouds,2021-05-07 15:19:31
346,Nome,US,64.5011,-165.4064,39.2,60,1,10.36,clear sky,2021-05-07 15:19:32
347,Ambulu,ID,-8.345,113.6058,75.67,84,83,3.58,broken clouds,2021-05-07 15:19:32
348,Coffs Harbour,AU,-30.3,153.1333,62.6,94,100,4.61,overcast clouds,2021-05-07 15:19:32
349,Filadelfia,US,39.9523,-75.1638,66.0,36,75,5.75,broken clouds,2021-05-07 15:18:50
350,Lanxi,CN,29.2195,119.477,69.06,92,100,2.28,light rain,2021-05-07 15:19:33
351,Kosh-Agach,RU,50.0,88.6667,51.17,70,94,8.84,overcast clouds,2021-05-07 15:19:33
352,Francavilla Al Mare,IT,42.4206,14.287,71.6,60,20,6.91,few clouds,2021-05-07 15:19:33
353,Camacha,PT,33.0833,-16.3333,68.0,60,40,3.44,scattered clouds,2021-05-07 15:19:34
354,Savinka,RU,50.0785,47.0994,63.59,47,100,8.14,overcast clouds,2021-05-07 15:19:35
355,Poum,NC,-20.2333,164.0167,78.08,78,100,15.43,overcast clouds,2021-05-07 15:19:35
356,Chernyshevskiy,RU,63.0128,112.4714,27.54,94,9,2.51,clear sky,2021-05-07 15:19:36
357,Colombo,LK,6.9319,79.8478,78.8,89,40,5.75,scattered clouds,2021-05-07 15:19:36
358,Pandan,PH,14.0453,124.1694,79.97,90,96,8.37,overcast clouds,2021-05-07 15:19:37
359,Saint Anthony,US,45.0205,-93.218,50.0,43,1,11.5,clear sky,2021-05-07 15:19:37
360,Bowen,AU,-20.0167,148.2333,55.4,94,3,5.95,clear sky,2021-05-07 15:19:38
361,Cherskiy,RU,68.75,161.3,13.71,99,70,1.81,broken clouds,2021-05-07 15:19:38
362,Shimoda,JP,34.6667,138.95,61.0,83,100,1.01,overcast clouds,2021-05-07 15:19:38
363,Huilong,CN,31.8111,121.655,66.99,65,91,8.99,light rain,2021-05-07 15:19:38
364,Kijang,KR,35.2442,129.2139,55.4,41,0,6.91,clear sky,2021-05-07 15:19:39
365,Jawhar,SO,2.7809,45.5005,78.15,82,100,17.47,overcast clouds,2021-05-07 15:19:39
366,Bulawayo,ZW,-20.15,28.5833,71.73,30,5,8.46,clear sky,2021-05-07 15:19:39
367,Urumqi,CN,43.801,87.6005,78.8,18,0,4.47,clear sky,2021-05-07 15:19:40
368,Kolo,PL,52.2002,18.6387,48.0,90,98,13.76,overcast clouds,2021-05-07 15:19:40
369,Hollola,FI,61.05,25.4333,39.24,94,100,1.41,light rain,2021-05-07 15:19:40
370,Kuching,MY,1.55,110.3333,78.01,100,20,3.44,few clouds,2021-05-07 15:19:41
371,Karratha,AU,-20.7377,116.8463,80.19,59,6,9.08,clear sky,2021-05-07 15:19:41
372,Daru,PG,-9.0763,143.2092,80.1,76,97,11.5,overcast clouds,2021-05-07 15:19:41
373,Denpasar,ID,-8.65,115.2167,82.4,83,40,8.05,scattered clouds,2021-05-07 15:17:14
374,Kaihua,CN,23.3687,104.28,64.67,89,1,5.64,clear sky,2021-05-07 15:19:42
375,Fortuna,US,40.5982,-124.1573,53.01,87,90,16.11,overcast clouds,2021-05-07 15:19:42
376,Urman,RU,54.8831,56.8742,59.67,59,70,3.47,broken clouds,2021-05-07 15:19:42
377,Ruwi,OM,23.5996,58.5507,89.6,45,75,8.05,broken clouds,2021-05-07 15:19:43
378,Jacareacanga,BR,-6.2222,-57.7528,86.0,74,0,4.61,clear sky,2021-05-07 15:19:43
379,Vila Velha,BR,-20.3297,-40.2925,89.6,55,0,8.05,clear sky,2021-05-07 15:17:37
380,Kizema,RU,61.113,44.8302,49.5,66,100,7.31,light rain,2021-05-07 15:19:43
381,Sisimiut,GL,66.9395,-53.6735,36.48,71,21,11.14,few clouds,2021-05-07 15:19:44
382,Shubarkuduk,KZ,49.1447,56.4872,55.35,66,56,10.42,broken clouds,2021-05-07 15:19:44
383,Roebourne,AU,-20.7833,117.1333,80.96,61,23,9.46,few clouds,2021-05-07 15:19:44
384,Port Macquarie,AU,-31.4333,152.9167,59.0,94,40,5.23,scattered clouds,2021-05-07 15:15:24
385,Vila,PT,42.0304,-8.1588,71.01,58,2,11.01,clear sky,2021-05-07 15:19:45
386,Vaitape,PF,-16.5167,-151.75,82.38,65,69,12.21,broken clouds,2021-05-07 15:19:45
387,Geraldton,AU,-28.7667,114.6,62.6,77,75,11.5,broken clouds,2021-05-07 15:19:45
388,Yerofey Pavlovich,RU,53.9667,121.9667,37.29,84,100,4.05,overcast clouds,2021-05-07 15:19:46
389,Noyabrsk,RU,63.1994,75.4507,32.34,95,100,21.92,light snow,2021-05-07 15:19:46
390,Pachino,IT,36.7186,15.0907,77.0,36,20,6.91,few clouds,2021-05-07 15:19:46
391,Pocoes,BR,-14.5297,-40.3653,82.4,47,96,4.85,overcast clouds,2021-05-07 15:19:47
392,Trincomalee,LK,8.5711,81.2335,85.12,69,100,10.85,overcast clouds,2021-05-07 15:19:47
393,La Libertad,EC,-2.2333,-80.9,78.8,73,75,8.05,broken clouds,2021-05-07 15:19:47
394,Yerbogachen,RU,61.2767,108.0108,34.97,93,55,3.69,broken clouds,2021-05-07 15:19:47
395,Crotone,IT,39.0851,17.1178,69.8,64,0,11.5,clear sky,2021-05-07 15:19:48
396,Ossora,RU,59.2353,163.0719,25.41,93,100,6.46,overcast clouds,2021-05-07 15:19:48
397,Northam,GB,51.0333,-4.2167,54.0,70,100,4.0,overcast clouds,2021-05-07 15:19:48
398,Guerrero Negro,MX,27.9769,-114.0611,61.7,72,64,10.2,broken clouds,2021-05-07 15:19:49
399,Trofors,NO,65.5333,13.4063,39.2,65,40,5.75,light rain,2021-05-07 15:19:49
400,Kabalo,CD,-6.05,26.9167,79.97,75,100,3.44,light rain,2021-05-07 15:19:49
401,Melo,UY,-32.3667,-54.1833,60.85,59,19,7.36,few clouds,2021-05-07 15:19:50
402,Gizo,SB,-8.103,156.8419,82.85,76,100,7.52,light rain,2021-05-07 15:19:50
403,Bom Jesus,BR,-9.0744,-44.3586,95.43,30,35,4.16,scattered clouds,2021-05-07 15:19:51
404,Ville-Marie,CA,47.3335,-79.433,44.6,65,90,4.68,overcast clouds,2021-05-07 15:19:51
405,Coro,VE,11.4045,-69.6734,84.45,64,56,13.65,broken clouds,2021-05-07 15:19:51
406,Kozhva,RU,65.1073,57.0459,47.64,42,68,5.59,broken clouds,2021-05-07 15:19:52
407,Forres,GB,57.6113,-3.6108,50.0,43,73,12.66,broken clouds,2021-05-07 15:19:52
408,Kailua,US,21.4022,-157.7394,73.4,100,90,3.44,light rain,2021-05-07 15:19:53
409,Tursunzoda,TJ,38.5144,68.2333,71.6,60,72,6.71,broken clouds,2021-05-07 15:19:53
410,Wanxian,CN,30.8039,108.3897,69.8,85,100,1.86,light rain,2021-05-07 15:19:53
411,Skibbereen,IE,51.55,-9.2667,50.0,46,75,20.71,moderate rain,2021-05-07 15:19:54
412,Kodinsk,RU,58.6881,99.1844,40.59,73,82,9.69,broken clouds,2021-05-07 15:19:54
413,Leh,IN,34.1667,77.5833,45.91,63,100,2.06,overcast clouds,2021-05-07 15:19:54
414,Carbonear,CA,47.7332,-53.2148,45.0,83,99,8.01,overcast clouds,2021-05-07 15:19:55
415,Cidreira,BR,-30.1811,-50.2056,62.87,60,10,13.8,clear sky,2021-05-07 15:19:55
416,Veraval,IN,20.9,70.3667,83.75,79,0,12.84,clear sky,2021-05-07 15:19:55
417,Mehamn,NO,71.0357,27.8492,33.8,80,75,20.71,light snow,2021-05-07 15:19:56
418,Abha,SA,18.2164,42.5053,75.2,31,75,6.91,broken clouds,2021-05-07 15:19:56
419,Manzhouli,CN,49.6,117.4333,44.67,54,100,16.26,overcast clouds,2021-05-07 15:19:56
420,Veere,NL,51.5483,3.6667,52.0,66,2,13.8,clear sky,2021-05-07 15:19:57
421,Urdoma,RU,61.7533,48.5442,48.6,81,100,3.13,light rain,2021-05-07 15:19:57
422,Menongue,AO,-14.6585,17.691,78.33,43,97,4.88,overcast clouds,2021-05-07 15:19:57
423,Neustadt,DE,49.7117,12.0872,44.01,87,75,11.5,light rain,2021-05-07 15:19:58
424,Bogorodskoye,RU,56.55,37.8833,53.19,53,58,11.18,light rain,2021-05-07 15:19:58
425,Moroni,KM,-11.7022,43.2551,82.4,69,20,23.02,few clouds,2021-05-07 15:19:59
426,Cap Estate,LC,14.0833,-60.95,84.2,65,75,13.8,broken clouds,2021-05-07 15:19:59
427,Hastings,GB,50.8552,0.5729,55.99,58,20,21.85,few clouds,2021-05-07 15:19:59
428,Sao Joao Da Barra,BR,-21.6403,-41.0511,84.2,61,0,6.91,clear sky,2021-05-07 15:20:00
429,Rathdrum,US,47.8137,-116.892,48.2,61,75,14.97,broken clouds,2021-05-07 15:17:57
430,Cabo Rojo,PR,18.0866,-67.1457,86.0,63,4,5.01,clear sky,2021-05-07 15:20:00
431,Smolenka,RU,52.1352,113.4974,39.2,60,53,2.24,broken clouds,2021-05-07 15:20:00
432,Saint-Pierre,RE,-21.3393,55.4781,73.4,68,20,10.36,light rain,2021-05-07 15:20:01
433,Bhainsdehi,IN,21.6467,77.6325,88.23,23,14,2.86,few clouds,2021-05-07 15:20:01
434,Mazamari,PE,-11.3258,-74.5308,71.87,96,96,2.06,overcast clouds,2021-05-07 15:20:01
435,Praia Da Vitoria,PT,38.7333,-27.0667,68.0,77,75,28.57,broken clouds,2021-05-07 15:20:04
436,Port Shepstone,ZA,-30.7414,30.455,73.06,76,94,18.52,overcast clouds,2021-05-07 15:17:13
437,Wilkie,CA,52.4168,-108.7014,46.4,34,75,23.02,broken clouds,2021-05-07 15:20:05
438,Emerald,AU,-23.5333,148.1667,60.8,63,0,3.44,clear sky,2021-05-07 15:20:05
